lat,lon,data,anno,localita,area,vittime,vittime_civili,tipo_violenza,attore_a,attore_b,precisione_geo
31.51667,34.45,2012-11-20,2012,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-20,2012,Gaza town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5353,34.53579,2012-11-20,2012,Beit Hanoun town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-20,2012,Gaza town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-20,2012,Gaza town,Gaza Strip,6,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-20,2012,Gaza town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2012-11-20,2012,Beit Lahiya town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-20,2012,Gaza town,Gaza Strip,4,4,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2012-11-20,2012,Rafah governorate,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,3
31.42844,34.36595,2012-11-20,2012,Az-Zawayda village,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2012-11-20,2012,Rafah governorate,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,3
31.297,34.24344,2012-11-20,2012,Rafah town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.53639,34.49454,2012-11-20,2012,Jabaliyah refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.41748,34.35014,2012-11-20,2012,Deir al-Balah governorate,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,3
31.41748,34.35014,2012-11-20,2012,Deir al-Balah town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.44766,34.39287,2012-11-21,2012,Nuseirat refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.53639,34.49454,2012-11-21,2012,Jabaliyah refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-21,2012,Gaza town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.39994,34.33946,2012-11-21,2012,Wadi-as-Salqa location,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.53639,34.49454,2012-11-21,2012,Jabaliyah refugee camp,Gaza Strip,3,3,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2012-11-21,2012,Beit Lahiya town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2012-11-21,2012,Beit Lahiya town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-21,2012,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-21,2012,Gaza town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2012-11-21,2012,Gaza town,Gaza Strip,5,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2012-11-21,2012,Rafah town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34444,34.30306,2012-11-21,2012,Khan Younis town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.44766,34.39287,2012-11-21,2012,Nuseirat refugee camp,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.53639,34.49454,2012-11-21,2012,Jabaliyah refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.51667,34.45,2012-11-21,2012,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.32371,34.34759,2012-11-23,2012,Abassan town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.51667,34.45,2013-04-30,2013,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2013-09-05,2013,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
32.46111,35.3,2013-09-17,2013,Jenin refugee camp,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.85343,35.23337,2013-10-17,2013,Al-Ram village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.92778,35.07111,2013-10-22,2013,Bil'in village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.32371,34.34759,2013-10-31,2013,Abassan town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.32371,34.34759,2013-11-01,2013,Abassan town,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.46111,35.3,2013-12-18,2013,Jenin refugee camp,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
32.18966,34.97063,2013-12-19,2013,Qalqilya town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PNA,1
31.42136,34.38538,2013-12-24,2013,Maghazi refugee camp,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-01-08,2014,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.5353,34.53579,2014-01-22,2014,Beit Hanoun town,Gaza Strip,2,1,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP,1
31.97222,35.19556,2014-02-27,2014,Birzeit town,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PFLP,1
31.5353,34.53579,2014-03-03,2014,Beit Hanoun town,Gaza Strip,0,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-03-11,2014,Rafah governorate,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,3
31.47329,34.94461,2014-03-19,2014,Deir al-Asal al-Tahta village,West Bank,1,1,Violenza unilaterale contro civili,Government of Israel,Civilians,1
32.46111,35.3,2014-03-22,2014,Jenin refugee camp,West Bank,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
32.46111,35.3,2014-03-22,2014,Jenin refugee camp,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.55874,34.97436,2014-04-14,2014,Idhna village,West Bank,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2014-06-11,2014,Beit Lahiya town,Gaza Strip,2,1,Conflitto tra Stati/gruppi armati,Government of Israel,PRC,2
31.58029,35.10178,2014-06-12,2014,Halhul village,West Bank,0,0,Violenza unilaterale contro civili,Hamas,Civilians,1
31.53491,34.44662,2014-06-27,2014,al-Shati refugee camp,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,PRC,2
31.39994,34.33946,2014-06-29,2014,Wadi-as-Salqa location,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.43953,34.40294,2014-07-06,2014,Al-Burayij refugee camp,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,PRC,2
31.297,34.24344,2014-07-07,2014,Rafah town,Gaza Strip,7,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34444,34.30306,2014-07-08,2014,Khan Younis town,Gaza Strip,9,9,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-08,2014,Gaza town,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.44766,34.39287,2014-07-08,2014,Nuseirat refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.51667,34.45,2014-07-08,2014,Gaza town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.6079,34.5218,2014-07-08,2014,Zikim kibbutz,Southern district,4,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.5464,34.49514,2014-07-08,2014,Beit Lahiya town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-08,2014,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.39994,34.33946,2014-07-08,2014,Wadi-as-Salqa location,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.44766,34.39287,2014-07-08,2014,Nuseirat refugee camp,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.53639,34.49454,2014-07-08,2014,Jabaliyah refugee camp,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5353,34.53579,2014-07-08,2014,Beit Hanoun town,Gaza Strip,6,5,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.44766,34.39287,2014-07-09,2014,Nuseirat refugee camp,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-09,2014,Rafah town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5272,34.48347,2014-07-09,2014,Jabaliyah town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-09,2014,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.37389,34.34085,2014-07-09,2014,al-Qararah town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-09,2014,Gaza town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-09,2014,Gaza town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5353,34.53579,2014-07-09,2014,Beit Hanoun town,Gaza Strip,3,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.4675,34.40972,2014-07-09,2014,Al-Mughraqa village,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-09,2014,Rafah town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-09,2014,Gaza town,Gaza Strip,4,3,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34444,34.30306,2014-07-09,2014,Khan Younis town,Gaza Strip,6,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.42136,34.38538,2014-07-09,2014,Maghazi refugee camp,Gaza Strip,4,3,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.6079,34.5218,2014-07-09,2014,Zikim kibbutz,Southern district,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,2
31.34929,34.29336,2014-07-09,2014,Khan Younis refugee camp,Gaza Strip,9,9,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.44766,34.39287,2014-07-09,2014,Nuseirat refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5353,34.53579,2014-07-09,2014,Beit Hanoun town,Gaza Strip,4,3,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.51667,34.45,2014-07-09,2014,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.51667,34.45,2014-07-10,2014,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.55,34.5,2014-07-10,2014,Gaza ash Shamaliyah governorate,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,3
31.34929,34.29336,2014-07-10,2014,Khan Younis refugee camp,Gaza Strip,8,7,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.42844,34.36595,2014-07-10,2014,Az-Zawayda village,Gaza Strip,4,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-10,2014,Rafah governorate,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,3
31.41748,34.35014,2014-07-10,2014,Deir al-Balah town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2014-07-10,2014,Beit Lahiya town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34278,34.32534,2014-07-10,2014,Bani Suheila village,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.44766,34.39287,2014-07-10,2014,Nuseirat refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.42583,34.34056,2014-07-10,2014,Deir al-Balah refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.41748,34.35014,2014-07-10,2014,Deir al-Balah town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5272,34.48347,2014-07-10,2014,Jabaliyah town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-10,2014,Gaza town,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.5272,34.48347,2014-07-10,2014,Jabaliyah town,Gaza Strip,3,2,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.41748,34.35014,2014-07-11,2014,Deir al-Balah town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2014-07-11,2014,Beit Lahiya town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2014-07-11,2014,Beit Lahiya town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-11,2014,Gaza town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-11,2014,Rafah town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5272,34.48347,2014-07-11,2014,Jabaliyah town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-11,2014,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.41748,34.35014,2014-07-11,2014,Deir al-Balah town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.41748,34.35014,2014-07-11,2014,Deir al-Balah town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.44766,34.39287,2014-07-11,2014,Nuseirat refugee camp,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.43953,34.40294,2014-07-11,2014,Al-Burayij refugee camp,Gaza Strip,3,3,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-11,2014,Gaza town,Gaza Strip,3,3,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-11,2014,Gaza town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.28537,34.25186,2014-07-11,2014,Rafah refugee camp,Gaza Strip,2,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.41748,34.35014,2014-07-11,2014,Deir al-Balah town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.41748,34.35014,2014-07-11,2014,Deir al-Balah town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.55,34.5,2014-07-11,2014,Gaza ash Shamaliyah governorate,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,3
31.5272,34.48347,2014-07-11,2014,Jabaliyah town,Gaza Strip,2,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34444,34.30306,2014-07-11,2014,Khan Younis town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2014-07-11,2014,Beit Lahiya town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-11,2014,Gaza town,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.28537,34.25186,2014-07-11,2014,Rafah refugee camp,Gaza Strip,5,4,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.41748,34.35014,2014-07-12,2014,Deir al-Balah town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-12,2014,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5464,34.49514,2014-07-12,2014,Beit Lahiya town,Gaza Strip,2,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-12,2014,Gaza town,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-12,2014,Rafah town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-12,2014,Gaza town,Gaza Strip,18,12,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-12,2014,Gaza town,Gaza Strip,8,3,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-12,2014,Gaza town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-12,2014,Rafah town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-12,2014,Rafah town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-12,2014,Rafah town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-12,2014,Gaza town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.44766,34.39287,2014-07-12,2014,Nuseirat refugee camp,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-12,2014,Gaza town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-12,2014,Rafah town,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.53639,34.49454,2014-07-12,2014,Jabaliyah refugee camp,Gaza Strip,5,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.51667,34.45,2014-07-12,2014,Gaza town,Gaza Strip,3,0,Conflitto tra Stati/gruppi armati,Government of Israel,PIJ,1
31.41748,34.35014,2014-07-13,2014,Deir al-Balah town,Gaza Strip,2,2,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-13,2014,Rafah governorate,Gaza Strip,3,3,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,3
31.39994,34.33946,2014-07-13,2014,Wadi-as-Salqa location,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.34929,34.29336,2014-07-13,2014,Khan Younis refugee camp,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.297,34.24344,2014-07-13,2014,Rafah town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5272,34.48347,2014-07-13,2014,Jabaliyah town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-13,2014,Gaza town,Gaza Strip,3,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.5353,34.53579,2014-07-13,2014,Beit Hanoun town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.42136,34.38538,2014-07-13,2014,Maghazi refugee camp,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.51667,34.45,2014-07-13,2014,Gaza town,Gaza Strip,1,1,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
31.32371,34.34759,2014-07-14,2014,Abassan town,Gaza Strip,1,0,Conflitto tra Stati/gruppi armati,Government of Israel,Hamas,1
